capital,id_zona,altura_sobre_nivel_del_mar,temperatura_media_anual,precipitacion_anual,profundidad_efectiva_suelo,aptitud
Medellin,609,1038,34,2142,19,no apto
Arauca,610,1307,26,2389,62,moderadamente apto
Barranquilla,611,571,32,2619,58,marginalmente apto
Cartagena,612,1381,27,2692,96,moderadamente apto
Tunja,613,1386,20,3171,91,marginalmente apto
Manizales,614,953,39,3369,24,no apto
Florencia,615,1156,22,2492,44,marginalmente apto
Yopal,616,992,18,3068,15,no apto
Popayan,617,1163,31,2469,104,marginalmente apto
Valledupar,618,796,42,3266,70,no apto
Quibdo,619,1310,30,3516,42,marginalmente apto
Monteria,620,812,18,2861,93,marginalmente apto
Bogota,621,808,39,1813,67,no apto
Inirida,622,1225,42,2061,103,no apto
San Jose del Guaviare,623,1078,25,2084,99,moderadamente apto
Neiva,624,1255,15,2942,51,no apto
Rioacha,625,1036,33,2916,81,no apto
Santa Marta,626,508,24,3608,98,moderadamente apto
Villavicencio,627,701,25,3680,52,moderadamente apto
Pasto,628,938,36,1903,45,no apto
Cucuta,629,776,21,3990,19,no apto
Mocoa,630,993,26,1925,80,moderadamente apto
Armenia,631,844,26,2760,49,marginalmente apto
Pereira,632,676,15,2820,27,no apto
San Andres,633,855,27,1427,21,no apto
Bucaramanga,634,498,38,3631,23,no apto
Sincelejo,635,1398,26,1126,23,no apto
Ibague,636,543,25,3423,69,moderadamente apto
Cali,637,404,18,2414,94,marginalmente apto
Mitu,638,791,43,1235,63,no apto
Puerto Carreno,639,491,29,1149,67,moderadamente apto
Leticia,640,1138,26,4012,105,sumamente apto
Medellin,641,841,16,2358,15,no apto
Arauca,642,1258,44,3540,20,no apto
Barranquilla,643,704,43,1595,28,no apto
Cartagena,644,978,24,2572,58,moderadamente apto
Tunja,645,1270,17,3833,76,no apto
Manizales,646,942,26,1187,72,moderadamente apto
Florencia,647,1295,39,2790,109,no apto
Yopal,648,1237,35,2743,88,no apto
Popayan,649,1143,24,2916,93,moderadamente apto
Valledupar,650,392,33,1159,54,no apto
Quibdo,651,476,23,2887,15,no apto
Monteria,652,1389,15,2245,78,no apto
Bogota,653,698,29,1734,84,moderadamente apto
Inirida,654,798,24,3878,17,no apto
San Jose del Guaviare,655,392,38,2063,32,no apto
Neiva,656,959,36,1164,95,no apto
Rioacha,657,984,15,1788,72,no apto
Santa Marta,658,1054,36,1567,37,no apto
Villavicencio,659,737,33,1350,82,no apto
Pasto,660,458,16,2008,82,no apto
Cucuta,661,819,32,2566,31,marginalmente apto
Mocoa,662,664,26,2621,97,moderadamente apto
Armenia,663,633,26,1762,81,moderadamente apto
Pereira,664,924,27,2679,72,moderadamente apto
San Andres,665,967,18,1250,95,marginalmente apto
Bucaramanga,666,737,44,1903,42,no apto
Sincelejo,667,1113,18,1381,30,marginalmente apto
Ibague,668,937,14,3523,58,no apto
Cali,669,1219,40,2271,48,no apto
Mitu,670,1389,26,3928,84,moderadamente apto
Puerto Carreno,671,832,43,1306,83,no apto
Leticia,672,428,37,1329,78,no apto
Medellin,673,1061,15,3257,104,no apto
Arauca,674,812,18,2568,17,no apto
Barranquilla,675,756,14,3526,64,no apto
Cartagena,676,567,43,2298,106,no apto
Tunja,677,789,41,1814,31,no apto
Manizales,678,565,29,2399,17,no apto
Florencia,679,1017,39,2021,21,no apto
Yopal,680,485,40,4071,23,no apto
Popayan,681,662,17,4053,91,no apto
Valledupar,682,608,24,2856,88,moderadamente apto
Quibdo,683,657,17,1976,83,no apto
Monteria,684,1034,14,1403,59,no apto
Bogota,685,725,27,1307,49,marginalmente apto
Inirida,686,458,24,2917,53,moderadamente apto
San Jose del Guaviare,687,501,39,3921,32,no apto
Neiva,688,1048,39,2650,96,no apto
Rioacha,689,837,42,3395,91,no apto
Santa Marta,690,974,40,1187,53,no apto
Villavicencio,691,647,18,3350,17,no apto
Pasto,692,906,40,1556,22,no apto
Cucuta,693,563,28,3466,103,sumamente apto
Mocoa,694,401,37,1584,87,no apto
Armenia,695,410,31,2355,26,marginalmente apto
Pereira,696,1240,40,3241,60,no apto
San Andres,697,464,33,2157,26,no apto
Bucaramanga,698,859,18,2620,30,marginalmente apto
Sincelejo,699,495,22,3645,29,marginalmente apto
Ibague,700,480,39,2687,66,no apto
Cali,701,685,36,3670,24,no apto
Mitu,702,1067,40,2181,52,no apto
Puerto Carreno,703,897,15,3846,66,no apto
Leticia,704,535,41,2410,54,no apto
Medellin,705,1140,30,2193,49,marginalmente apto
Arauca,706,1221,21,3800,83,moderadamente apto
Barranquilla,707,373,23,4180,107,moderadamente apto
Cartagena,708,963,35,2733,32,no apto
Tunja,709,625,21,2698,30,marginalmente apto
Manizales,710,1267,33,2770,27,no apto
Florencia,711,951,22,2805,69,moderadamente apto
Yopal,712,1362,20,1115,60,marginalmente apto
Popayan,713,1246,29,1709,71,moderadamente apto
Valledupar,714,1161,28,1828,70,moderadamente apto
Quibdo,715,1199,15,1833,77,no apto
Monteria,716,475,40,3680,40,no apto
Bogota,717,1331,40,4126,60,no apto
Inirida,718,397,16,3260,93,no apto
San Jose del Guaviare,719,850,28,3983,93,moderadamente apto
Neiva,720,1256,21,2853,35,marginalmente apto
Rioacha,721,1041,18,2775,85,marginalmente apto
Santa Marta,722,805,40,3643,25,no apto
Villavicencio,723,922,21,3835,59,moderadamente apto
Pasto,724,567,17,3191,32,no apto
Cucuta,725,640,39,3735,32,no apto
Mocoa,726,1123,44,3071,91,no apto
Armenia,727,698,35,1112,45,no apto
Pereira,728,1172,18,3836,50,marginalmente apto
San Andres,729,1177,18,2671,86,marginalmente apto
Bucaramanga,730,1020,21,2838,34,marginalmente apto
Sincelejo,731,482,19,3804,79,marginalmente apto
Ibague,732,892,26,3236,75,moderadamente apto
Cali,733,1197,35,1526,92,no apto
Mitu,734,1309,32,1624,101,marginalmente apto
Puerto Carreno,735,1237,14,2284,48,no apto
Leticia,736,366,41,2332,105,no apto
Medellin,737,1274,44,3129,22,no apto
Arauca,738,603,22,1459,73,moderadamente apto
Barranquilla,739,1371,30,3707,48,marginalmente apto
Cartagena,740,1391,26,1202,53,moderadamente apto
Tunja,741,844,20,3277,27,marginalmente apto
Manizales,742,783,40,2407,95,no apto
Florencia,743,469,25,1360,81,moderadamente apto
Yopal,744,1379,21,3421,71,moderadamente apto
Popayan,745,1144,27,2330,33,marginalmente apto
Valledupar,746,420,43,2348,61,no apto
Quibdo,747,569,27,1267,40,marginalmente apto
Monteria,748,803,20,3266,68,marginalmente apto
Bogota,749,1045,35,3668,40,no apto
Inirida,750,752,17,3635,38,no apto
San Jose del Guaviare,751,631,33,3286,46,no apto
Neiva,752,902,35,1744,16,no apto
Rioacha,753,867,16,2420,30,no apto
Santa Marta,754,474,30,2018,84,moderadamente apto
Villavicencio,755,762,23,1705,35,marginalmente apto
Pasto,756,369,27,2689,57,moderadamente apto
Cucuta,757,1349,16,1760,38,no apto
Mocoa,758,558,26,1213,48,marginalmente apto
Armenia,759,1231,22,2618,98,moderadamente apto
Pereira,760,1147,33,1170,67,no apto
San Andres,761,1043,32,3757,55,marginalmente apto
Bucaramanga,762,641,43,2703,65,no apto
Sincelejo,763,999,44,3185,93,no apto
Ibague,764,387,44,4187,56,no apto
Cali,765,1022,35,1124,45,no apto
Mitu,766,1132,35,3666,89,no apto
Puerto Carreno,767,769,33,1697,65,no apto
Leticia,768,823,18,1952,79,marginalmente apto
Medellin,769,356,43,2291,84,no apto
Arauca,770,701,31,3398,100,marginalmente apto
Barranquilla,771,671,33,2881,39,no apto
Cartagena,772,1344,32,1984,40,marginalmente apto
Tunja,773,951,39,2143,93,no apto
Manizales,774,1182,22,1884,25,marginalmente apto
Florencia,775,418,36,1778,63,no apto
Yopal,776,390,25,1131,68,moderadamente apto
Popayan,777,489,14,3473,66,no apto
Valledupar,778,552,32,1931,18,no apto
Quibdo,779,1250,34,3594,95,no apto
Monteria,780,1214,32,3866,75,marginalmente apto
Bogota,781,662,28,1641,102,sumamente apto
Inirida,782,416,44,1828,23,no apto
San Jose del Guaviare,783,663,37,2387,17,no apto
Neiva,784,927,16,2297,65,no apto
Rioacha,785,774,44,3155,76,no apto
Santa Marta,786,416,29,3141,20,no apto
Villavicencio,787,1341,40,3133,37,no apto
Pasto,788,970,20,4093,48,marginalmente apto
Cucuta,789,485,19,3948,104,marginalmente apto
Mocoa,790,567,25,2752,49,marginalmente apto
Armenia,791,677,37,4083,94,no apto
Pereira,792,1140,40,3169,63,no apto
San Andres,793,1281,18,1460,103,marginalmente apto
Bucaramanga,794,1325,33,2790,65,no apto
Sincelejo,795,1214,41,3370,61,no apto
Ibague,796,1189,40,1876,78,no apto
Cali,797,1164,18,2201,80,marginalmente apto
Mitu,798,1377,43,3087,106,no apto
Puerto Carreno,799,377,31,3128,18,no apto
Leticia,800,672,25,2725,64,moderadamente apto
Medellin,801,357,20,3992,37,marginalmente apto
Arauca,802,460,32,2055,84,marginalmente apto
Barranquilla,803,1302,21,2146,20,no apto
Cartagena,804,502,19,3692,80,marginalmente apto
Tunja,805,966,19,2043,71,marginalmente apto
Manizales,806,865,29,3062,97,moderadamente apto
Florencia,807,500,42,4005,23,no apto
Yopal,808,432,34,3969,27,no apto
Popayan,809,1332,36,1191,58,no apto
Valledupar,810,864,43,1132,65,no apto
Quibdo,811,1331,25,3242,44,marginalmente apto
Monteria,812,708,35,4093,18,no apto
Bogota,813,651,17,3982,59,no apto
Inirida,814,543,40,3869,58,no apto
San Jose del Guaviare,815,1375,38,1400,102,no apto
Neiva,816,367,40,3911,46,no apto
Rioacha,817,1006,34,1442,87,no apto
Santa Marta,818,656,32,4053,95,marginalmente apto
Villavicencio,819,1040,32,2842,51,marginalmente apto
Pasto,820,816,19,2979,54,marginalmente apto
Cucuta,821,1104,17,2554,66,no apto
Mocoa,822,457,35,2131,70,no apto
Armenia,823,608,16,3584,38,no apto
Pereira,824,1186,21,3076,103,moderadamente apto
San Andres,825,391,16,2667,98,no apto
Bucaramanga,826,875,36,2419,89,no apto
Sincelejo,827,607,15,2304,70,no apto
Ibague,828,1386,21,2581,53,moderadamente apto
Cali,829,928,31,2522,107,marginalmente apto
Mitu,830,784,15,4065,48,no apto
Puerto Carreno,831,481,27,1191,18,no apto
Leticia,832,576,41,1188,98,no apto
Medellin,833,390,31,2262,50,marginalmente apto
Arauca,834,894,38,3958,61,no apto
Barranquilla,835,1388,18,3243,96,marginalmente apto
Cartagena,836,406,16,2451,100,no apto
Tunja,837,499,27,3909,73,moderadamente apto
Manizales,838,374,39,3476,30,no apto
Florencia,839,698,44,1837,94,no apto
Yopal,840,1142,41,3528,55,no apto
Popayan,841,922,29,2679,62,moderadamente apto
Valledupar,842,1282,31,3054,68,marginalmente apto
Quibdo,843,547,19,2815,73,marginalmente apto
Monteria,844,508,34,2743,82,no apto
Bogota,845,485,38,3072,79,no apto
Inirida,846,1040,37,4149,68,no apto
San Jose del Guaviare,847,696,36,4111,71,no apto
Neiva,848,494,20,2472,31,marginalmente apto
Rioacha,849,615,44,2044,49,no apto
Santa Marta,850,960,17,3501,70,no apto
Villavicencio,851,847,21,2171,105,moderadamente apto
Pasto,852,1076,25,2697,79,moderadamente apto
Cucuta,853,382,34,2872,94,no apto
Mocoa,854,1011,44,3914,69,no apto
Armenia,855,973,25,3555,62,moderadamente apto
Pereira,856,857,17,3683,69,no apto
San Andres,857,1030,29,2367,100,moderadamente apto
Bucaramanga,858,522,21,2446,45,marginalmente apto
Sincelejo,859,412,14,4046,41,no apto
Ibague,860,1332,22,3760,95,moderadamente apto
Cali,861,1140,14,1791,33,no apto
Mitu,862,1101,42,1829,45,no apto
Puerto Carreno,863,755,28,3692,55,moderadamente apto
Leticia,864,407,17,1238,41,no apto
Medellin,865,1001,44,3862,33,no apto
Arauca,866,393,28,3309,103,sumamente apto
Barranquilla,867,686,24,1786,28,marginalmente apto
Cartagena,868,958,33,3980,43,no apto
Tunja,869,1303,38,3019,76,no apto
Manizales,870,408,31,2668,63,marginalmente apto
Florencia,871,856,27,3479,93,moderadamente apto
Yopal,872,554,32,1495,99,marginalmente apto
Popayan,873,645,36,4064,96,no apto
Valledupar,874,1159,22,3271,77,moderadamente apto
Quibdo,875,1240,34,2262,45,no apto
Monteria,876,489,16,2751,40,no apto
Bogota,877,1399,17,3394,40,no apto
Inirida,878,855,25,4035,25,marginalmente apto
San Jose del Guaviare,879,1013,37,1409,23,no apto
Neiva,880,1373,44,2807,21,no apto
Rioacha,881,982,31,2124,33,marginalmente apto
Santa Marta,882,1175,17,3049,64,no apto
Villavicencio,883,684,30,2346,19,no apto
Pasto,884,1311,14,2154,28,no apto
Cucuta,885,1321,41,2430,104,no apto
Mocoa,886,579,19,2904,50,marginalmente apto
Armenia,887,1214,21,1626,15,no apto
Pereira,888,450,37,4160,59,no apto
San Andres,889,912,20,4157,49,marginalmente apto
Bucaramanga,890,1319,22,2330,42,marginalmente apto
Sincelejo,891,560,31,1407,37,marginalmente apto
Ibague,892,594,37,2366,91,no apto
Cali,893,1300,34,2531,102,no apto
Mitu,894,536,36,3573,29,no apto
Puerto Carreno,895,1286,36,2723,108,no apto
Leticia,896,793,15,2203,47,no apto
Medellin,897,1260,27,3536,21,no apto
Arauca,898,1395,25,2570,84,moderadamente apto
Barranquilla,899,635,32,1924,78,marginalmente apto
Cartagena,900,364,38,3220,58,no apto
Tunja,901,799,33,2335,102,no apto
Manizales,902,656,34,3536,16,no apto
Florencia,903,498,36,2260,74,no apto
Yopal,904,412,40,1320,30,no apto
Popayan,905,1141,18,1730,80,marginalmente apto
Valledupar,906,509,41,3942,104,no apto
Quibdo,907,1000,43,3050,92,no apto
Monteria,908,1164,39,1354,54,no apto
Bogota,909,564,44,2675,84,no apto
Inirida,910,918,14,1375,84,no apto
San Jose del Guaviare,911,692,22,1336,69,moderadamente apto
Neiva,912,356,23,2377,21,no apto
Rioacha,913,522,35,2747,83,no apto
Santa Marta,914,1002,25,2825,24,no apto
Villavicencio,915,947,18,4149,78,marginalmente apto
Pasto,916,427,19,1896,108,marginalmente apto
Cucuta,917,611,42,1871,103,no apto
Mocoa,918,731,27,3951,59,moderadamente apto
Armenia,919,422,24,1572,76,moderadamente apto
Pereira,920,871,39,3927,65,no apto
San Andres,921,927,40,3547,74,no apto
Bucaramanga,922,1072,25,3892,54,moderadamente apto
Sincelejo,923,1015,21,2720,40,marginalmente apto
Ibague,924,955,28,1118,104,sumamente apto
Cali,925,1134,41,1920,100,no apto
Mitu,926,478,34,1523,57,no apto
Puerto Carreno,927,769,41,1539,48,no apto
Leticia,928,1349,35,2870,35,no apto
Medellin,929,519,20,3927,68,marginalmente apto
Arauca,930,385,25,3339,16,no apto
Barranquilla,931,943,39,4003,93,no apto
Cartagena,932,1036,35,1301,90,no apto
Tunja,933,863,39,2480,81,no apto
Manizales,934,854,41,1218,100,no apto
Florencia,935,1109,14,1948,100,no apto
Yopal,936,661,15,1815,99,no apto
Popayan,937,878,15,1869,60,no apto
Valledupar,938,865,44,3144,38,no apto
Quibdo,939,587,34,2113,81,no apto
Monteria,940,359,23,1104,99,moderadamente apto
Bogota,941,400,27,4171,98,moderadamente apto
Inirida,942,1146,28,4173,75,moderadamente apto
San Jose del Guaviare,943,1162,35,2222,36,no apto
Neiva,944,1243,37,1815,51,no apto
Rioacha,945,813,32,4142,102,marginalmente apto
Santa Marta,946,413,29,2714,68,moderadamente apto
Villavicencio,947,703,41,3249,48,no apto
Pasto,948,1037,24,3588,50,marginalmente apto
Cucuta,949,586,38,2284,64,no apto
Mocoa,950,1315,30,3424,87,moderadamente apto
Armenia,951,1222,19,2167,80,marginalmente apto
Pereira,952,868,25,2697,76,moderadamente apto
San Andres,953,1031,32,1936,63,marginalmente apto
Bucaramanga,954,1359,19,1453,23,no apto
Sincelejo,955,1018,34,1669,84,no apto
Ibague,956,889,44,4031,107,no apto
Cali,957,710,40,2700,36,no apto
Mitu,958,1224,41,4196,31,no apto
Puerto Carreno,959,1374,42,1357,18,no apto
Leticia,960,1367,34,2274,84,no apto
Medellin,961,869,23,3986,64,moderadamente apto
Arauca,962,831,33,2074,38,no apto
Barranquilla,963,853,28,2047,86,moderadamente apto
Cartagena,964,1339,15,2792,40,no apto
Tunja,965,1088,37,2717,57,no apto
Manizales,966,536,32,1472,41,marginalmente apto
Florencia,967,1317,16,3695,92,no apto
Yopal,968,413,41,1645,73,no apto
Popayan,969,1265,30,3904,23,no apto
Valledupar,970,949,31,4196,96,marginalmente apto
Quibdo,971,639,29,1146,79,moderadamente apto
Monteria,972,675,16,1610,55,no apto
Bogota,973,1395,26,2210,38,marginalmente apto
Inirida,974,1398,30,3489,98,moderadamente apto
San Jose del Guaviare,975,1372,30,3631,109,moderadamente apto
Neiva,976,647,32,3803,88,marginalmente apto
Rioacha,977,569,27,3571,54,moderadamente apto
Santa Marta,978,754,38,3493,15,no apto
Villavicencio,979,376,26,1477,86,moderadamente apto
Pasto,980,782,30,1599,36,marginalmente apto
Cucuta,981,494,38,2056,85,no apto
Mocoa,982,1004,31,2153,16,no apto
Armenia,983,384,35,4131,23,no apto
Pereira,984,1192,32,1327,47,marginalmente apto
San Andres,985,1137,35,2501,106,no apto
Bucaramanga,986,511,36,1215,28,no apto
Sincelejo,987,747,28,2919,99,moderadamente apto
Ibague,988,1254,36,3869,76,no apto
Cali,989,544,26,1871,65,moderadamente apto
Mitu,990,1318,20,3845,86,marginalmente apto
Puerto Carreno,991,1049,30,2399,65,moderadamente apto
Leticia,992,607,39,1527,36,no apto
Medellin,993,898,30,2049,65,moderadamente apto
Arauca,994,883,19,2351,100,marginalmente apto
Barranquilla,995,1157,27,2619,65,moderadamente apto
Cartagena,996,543,16,1692,74,no apto
Tunja,997,1111,16,3479,55,no apto
Manizales,998,1145,16,3562,81,no apto
Florencia,999,1226,22,3791,52,moderadamente apto
Yopal,1000,566,44,1235,48,no apto
Popayan,1001,1189,27,3632,98,moderadamente apto
Valledupar,1002,1042,37,4138,64,no apto
Quibdo,1003,1319,22,2852,60,moderadamente apto
Monteria,1004,825,31,1941,65,marginalmente apto
Bogota,1005,1345,42,1950,85,no apto
Inirida,1006,1072,39,2901,23,no apto
San Jose del Guaviare,1007,521,36,3118,41,no apto
Neiva,1008,1187,38,3321,17,no apto
Rioacha,1009,678,16,3721,53,no apto
Santa Marta,1010,435,16,2232,94,no apto
Villavicencio,1011,1245,17,3624,80,no apto
Pasto,1012,954,23,3284,61,moderadamente apto
Cucuta,1013,946,35,1954,100,no apto
Mocoa,1014,680,33,2974,45,no apto
Armenia,1015,567,29,2012,47,marginalmente apto
Pereira,1016,755,43,1803,109,no apto
San Andres,1017,903,23,1904,29,marginalmente apto
Bucaramanga,1018,422,17,1971,58,no apto
Sincelejo,1019,1241,40,1537,27,no apto
Ibague,1020,523,14,2372,79,no apto
Cali,1021,467,21,3473,30,marginalmente apto
Mitu,1022,905,23,1365,48,marginalmente apto
Puerto Carreno,1023,505,40,3961,24,no apto
Leticia,1024,924,41,2309,28,no apto
Medellin,1025,761,40,2654,38,no apto
Arauca,1026,540,41,3146,66,no apto
Barranquilla,1027,457,22,2811,64,moderadamente apto
Cartagena,1028,1058,25,2668,57,moderadamente apto
Tunja,1029,826,33,2231,26,no apto
Manizales,1030,689,40,4001,44,no apto
Florencia,1031,361,44,4004,68,no apto
Yopal,1032,420,27,1468,31,marginalmente apto
Popayan,1033,630,26,3542,95,moderadamente apto
Valledupar,1034,765,41,2150,86,no apto
Quibdo,1035,365,38,2461,105,no apto
Monteria,1036,740,20,3801,44,marginalmente apto
Bogota,1037,711,26,3092,20,no apto
Inirida,1038,1152,34,2419,52,no apto
San Jose del Guaviare,1039,1240,19,2720,102,marginalmente apto
Neiva,1040,1254,39,3837,69,no apto
Rioacha,1041,833,42,1163,55,no apto
Santa Marta,1042,436,41,3266,59,no apto
Villavicencio,1043,1163,19,3384,95,marginalmente apto
Pasto,1044,1017,35,1875,48,no apto
Cucuta,1045,787,19,1609,93,marginalmente apto
Mocoa,1046,471,44,2242,102,no apto
Armenia,1047,1028,38,1263,50,no apto
Pereira,1048,657,42,1377,38,no apto
San Andres,1049,477,35,2484,94,no apto
Bucaramanga,1050,659,39,1823,71,no apto
Sincelejo,1051,1106,15,1257,77,no apto
Ibague,1052,590,19,3471,56,marginalmente apto
Cali,1053,410,36,3880,40,no apto
Mitu,1054,1059,42,3948,35,no apto
Puerto Carreno,1055,1340,16,2377,50,no apto
Leticia,1056,586,36,2657,70,no apto
Medellin,1057,602,39,3048,77,no apto
Arauca,1058,870,27,1440,84,moderadamente apto
Barranquilla,1059,375,42,2934,62,no apto
Cartagena,1060,1391,25,1772,49,marginalmente apto
Tunja,1061,1155,26,3059,78,moderadamente apto
Manizales,1062,1142,37,3219,62,no apto
Florencia,1063,1197,37,3038,66,no apto
Yopal,1064,1301,38,3179,16,no apto
Popayan,1065,1309,40,1646,59,no apto
Valledupar,1066,645,41,3551,43,no apto
Quibdo,1067,374,39,1666,73,no apto
Monteria,1068,1059,26,4111,58,moderadamente apto
Bogota,1069,937,34,2945,35,no apto
Inirida,1070,887,33,2334,33,no apto
San Jose del Guaviare,1071,581,36,3109,45,no apto
Neiva,1072,1271,19,1253,92,marginalmente apto
Rioacha,1073,1294,41,2275,67,no apto
Santa Marta,1074,1370,40,2243,89,no apto
Villavicencio,1075,1077,21,1852,20,no apto
Pasto,1076,503,33,3268,32,no apto
Cucuta,1077,692,15,2041,74,no apto
Mocoa,1078,1042,42,2131,95,no apto
Armenia,1079,1178,41,2665,104,no apto
Pereira,1080,1397,34,3420,65,no apto
San Andres,1081,715,19,2021,51,marginalmente apto
Bucaramanga,1082,721,39,4035,59,no apto
Sincelejo,1083,736,44,1299,30,no apto
Ibague,1084,463,37,1315,66,no apto
Cali,1085,551,42,4107,80,no apto
Mitu,1086,1341,40,3450,64,no apto
Puerto Carreno,1087,1144,28,2766,30,marginalmente apto
Leticia,1088,719,44,1868,17,no apto
Medellin,1089,846,16,3026,100,no apto
Arauca,1090,474,36,3689,43,no apto
Barranquilla,1091,833,36,2899,56,no apto
Cartagena,1092,409,29,3941,34,marginalmente apto
Tunja,1093,1379,44,3649,99,no apto
Manizales,1094,355,28,3986,106,sumamente apto
Florencia,1095,974,38,1928,23,no apto
Yopal,1096,937,15,1122,62,no apto
Popayan,1097,787,26,2490,79,moderadamente apto
Valledupar,1098,610,22,2558,39,marginalmente apto
